etf_code,etf_name,index_code,index_type,current_price,price_percentile,hist_days,pe,dividend_yield,volume,market_cap
159529,标普消费ETF景顺,sz399932,industry_inferred,1.374,0.5,1210,,,1585415929.118,1115051541
159357,A500ETF博时,sh000905,broad_inferred,1.362,97.11,1210,,,34958553.13,1616467690
159386,A500ETF永赢,sh000905,broad_inferred,1.365,97.11,1210,,,30476289.5,83086948
563880,A500ETF汇添富,sh000905,broad_inferred,1.335,97.11,1210,,,122041008.0,1376380194
563550,A500增强ETF摩根,sh000905,broad_inferred,1.329,97.11,1210,,,10606694.0,101746911
159353,中证A500ETF景顺,sh000905,broad_inferred,1.311,97.11,1210,,,161224355.341,3825710130
159339,A500ETF银华,sh000905,broad_inferred,1.304,97.11,1210,,,70797198.663,2267769250
515550,中证500ETF国联,sh000905,broad_inferred,1.879,97.11,1210,,,1487484.0,30713570
563800,A500ETF广发,sh000905,broad_inferred,1.291,97.11,1210,,,442606037.0,9530133743
159379,A500ETF融通,sh000905,broad_inferred,1.424,97.11,1210,,,34193337.1,123633775
159360,A500ETF天弘,sh000905,broad_inferred,1.384,97.11,1210,,,108827018.847,1651367387
512020,A500ETF鹏华,sh000905,broad_inferred,1.364,97.11,1210,,,70436456.0,1328553328
159936,可选消费ETF广发,sz399932,industry_inferred,2.017,0.5,1210,,,5197476.8,218150842
159359,A500ETF华安,sh000905,broad_inferred,1.355,97.11,1210,,,29870627.42,941915285
561000,沪深300增强ETF华安,sh000300,broad_inferred,1.339,91.16,1210,,,7166767.0,66842880
512050,A500ETF华夏,sh000905,broad_inferred,1.289,97.11,1210,,,2287478203.0,18707247018
159351,A500ETF嘉实,sh000905,broad_inferred,1.297,97.11,1210,,,494760654.0,7485147122
561500,漂亮50ETF华泰柏瑞,sh000016,broad_inferred,0.862,69.42,1210,,,4023252.0,50944459
159358,中证A500ETF大成,sh000905,broad_inferred,1.385,97.11,1210,,,81805780.3,937792386
159215,A500ETF平安,sh000905,broad_inferred,1.374,97.11,1210,,,10638363.175,1292360767
520730,港股通汽车ETF万家,sz399976,industry_inferred,0.904,73.06,1210,,,2959842.0,173020538
159338,中证A500ETF国泰,sh000905,broad_inferred,1.295,97.11,1210,,,4010368278.332,24105242220
560530,中证A500ETF摩根,sh000905,broad_inferred,1.304,97.11,1210,,,82093899.0,2963501300
159901,深证100ETF易方达,sz399850,broad,4.046,99.53,633,,,458661736.385,4001635319
563360,A500ETF华泰柏瑞,sh000905,broad_inferred,1.368,97.11,1210,,,4504742116.0,31390110665
563860,中证A500ETF海富通,sh000905,broad_inferred,1.366,97.11,1210,,,43254247.0,245667314
563500,A500ETF华宝,sh000905,broad_inferred,0.677,97.11,1210,,,21236474.0,408880043
560610,A500ETF招商,sh000905,broad_inferred,1.266,97.11,1210,,,223590445.0,5224767314
563650,中证A500ETF兴业,sh000905,broad_inferred,1.361,97.11,1210,,,15194701.0,150947149
159523,沪深300成长ETF华夏,sh000300,broad_inferred,1.33,91.16,1210,,,11330480.3,88468073
563660,A500ETF银河,sh000905,broad_inferred,1.338,97.11,1210,,,18254509.0,88421998
159150,深证50ETF易方达,sh000016,broad_inferred,1.767,69.42,1210,,,16629159.488,151957800
159239,港股通汽车ETF富国,sz399976,industry_inferred,0.911,73.06,1210,,,14397941.2,86800766
159352,A500ETF南方,sh000905,broad_inferred,1.346,97.11,1210,,,3454912449.426,29675398883
159376,A500ETF浦银,sh000905,broad_inferred,1.406,97.11,1210,,,9016697.0,94092778
560750,A500ETF申万菱信,sh000905,broad_inferred,1.415,97.11,1210,,,6973571.0,94175042
159028,港股汽车ETF天弘,sz399976,industry_inferred,0.898,73.06,1210,,,8006562.134,144083216
159121,港股通汽车ETF易方达,sz399976,industry_inferred,0.866,73.06,1210,,,16484679.364,95676656
512400,有色金属ETF南方,sz399395,industry,1.965,92.64,1210,,,993563687.0,25997026714
159240,A500增强ETF天弘,sh000905,broad_inferred,1.359,97.11,1210,,,2082626.1,19868276
512370,A500增强ETF华夏,sh000905,broad_inferred,1.23,97.11,1210,,,7283122.0,486235000
159186,港股通汽车ETF鹏华,sz399976,industry_inferred,0.865,73.06,1210,,,6265607.973,100226897
159728,在线消费ETF南方,sz399932,industry_inferred,0.851,0.5,1210,,,5268418.7,33112520
517950,沪深港科技50ETF交银,sh000016,broad_inferred,1.208,69.42,1210,,,13740565.0,87728826
513310,中韩半导体ETF华泰柏瑞,sz399395,industry_inferred,5.979,92.64,1210,,,5693229603.0,13365618081
561090,A500增强ETF华安,sh000905,broad_inferred,1.302,97.11,1210,,,12831390.0,246044148
516110,汽车ETF国泰,sz399395,industry,1.236,92.64,1210,,,35218228.0,294938152
159610,中证500增强ETF景顺,sh000905,broad_inferred,1.301,97.11,1210,,,16877219.161,178976237
159367,创业板50ETF华夏,sh000016,broad_inferred,2.078,69.42,1210,,,11789617.0,187184222
560100,中证500增强ETF南方,sh000905,broad_inferred,1.398,97.11,1210,,,16157866.0,81196259
159298,创业板50ETF大成,sh000016,broad_inferred,1.458,69.42,1210,,,12273172.372,204529818
159243,创业板人工智能ETF招商,sz399006,broad_inferred,1.436,99.59,1210,,,70457534.178,205391402
159335,央企科创ETF融通,sh000688,broad_inferred,1.621,99.17,1210,,,5065073.4,97719860
159678,500增强ETF博时,sh000905,broad_inferred,1.601,97.11,1210,,,9258373.7,123507054
159912,深300ETF汇添富,sh000300,broad_inferred,2.135,91.16,1210,,,1569567.5,124788596
159903,深成ETF南方,sz399850,broad,1.896,99.53,633,,,53384953.7,525484955
159369,创业板50ETF易方达,sh000016,broad_inferred,1.683,69.42,1210,,,22701722.5,410237127
159991,创业板大盘ETF招商,sz399006,broad_inferred,0.976,99.59,1210,,,9638479.5,97466456
562340,中证500成长ETF银华,sh000905,broad_inferred,1.412,97.11,1210,,,1136531.0,11499752
159372,创业板50ETF万家,sh000016,broad_inferred,2.197,69.42,1210,,,6566307.9,137206139
159373,创业板50ETF嘉实,sh000016,broad_inferred,2.108,69.42,1210,,,70716009.663,296295197
159606,中证500成长ETF易方达,sh000905,broad_inferred,1.322,97.11,1210,,,9197740.18,387640584
159375,创业板50ETF国泰,sh000016,broad_inferred,2.196,69.42,1210,,,19487426.0,229785344
515190,中证500ETF中银证券,sh000905,broad_inferred,1.754,97.11,1210,,,15313072.0,539295532
560590,中证1000增强ETF鹏华,sh000852,broad_inferred,1.59,98.02,1210,,,9502159.0,26568900
563030,中证500增强ETF易方达,sh000905,broad_inferred,1.622,97.11,1210,,,2886793.0,164907118
159958,创业板ETF工银,sz399006,broad_inferred,2.454,99.59,1210,,,11520515.8,542362093
512260,中证500低波动ETF华安,sh000905,broad_inferred,1.963,97.11,1210,,,833379.0,41807385
516590,智能汽车ETF易方达,sz399976,industry_inferred,1.323,73.06,1210,,,9092404.0,68815845
560500,500质量成长ETF鹏扬,sh000905,broad_inferred,1.357,97.11,1210,,,2416238.0,383134034
159908,创业板ETF博时,sz399006,broad_inferred,3.767,99.59,1210,,,94236305.9,1085758733
159949,创业板50ETF华安,sz399006,broad,1.965,99.59,1210,,,3753715059.957,24679977949
159758,红利质量ETF华夏,sh000015,broad_inferred,1.073,90.58,1210,,,44275721.776,1225678011
159205,创业板ETF东财,sz399006,broad_inferred,1.982,99.59,1210,,,87109315.9,596693119
561590,中证1000增强ETF华泰柏瑞,sh000852,broad_inferred,1.615,98.02,1210,,,9522677.0,103359354
159370,创50ETF工银,sh000016,broad_inferred,2.178,69.42,1210,,,4087231.8,251158268
159977,创业板ETF天弘,sz399006,broad_inferred,2.108,99.59,1210,,,200703059.048,6252059896
159383,创业板50ETF华泰柏瑞,sh000016,broad_inferred,2.042,69.42,1210,,,5664358.5,63490856
159291,创业板综增强ETF招商,sz399006,broad_inferred,1.328,99.59,1210,,,2052657.409,28495411
159948,创业板ETF南方,sz399006,broad,4.479,99.59,1210,,,103032061.6,4508999124
159371,创业板50ETF富国,sh000016,broad_inferred,2.06,69.42,1210,,,10217040.2,346535614
159682,创业板50ETF景顺,sh000016,broad_inferred,1.91,69.42,1210,,,453250545.572,4250337638
159279,创业板人工智能ETF华安,sz399006,broad_inferred,1.601,99.59,1210,,,113407861.214,213553442
159952,创业板ETF广发,sz399006,broad_inferred,2.461,99.59,1210,,,541438093.8,8529296708
159810,创业板ETF浦银,sz399006,broad_inferred,1.629,99.59,1210,,,3795630.5,78966521
159870,化工ETF鹏华,sz399394,industry,0.816,5.45,1210,,,1125390123.894,18637935292
159915,创业板ETF易方达,sz399006,broad,4.053,99.59,1210,,,6627594234.918,42619139018
588320,双创50增强ETF广发,sh000016,broad_inferred,2.057,69.42,1210,,,14299116.0,73691202
159821,创业板ETF中银证券,sz399006,broad_inferred,1.522,99.59,1210,,,7432047.2,86480040
159677,中证1000增强ETF银华,sh000852,broad_inferred,1.567,98.02,1210,,,17381749.3,46859711
159242,创业板人工智能ETF大成,sz399006,broad_inferred,2.376,99.59,1210,,,127189695.1,791869897
159287,创业板综ETF博时,sz399006,broad_inferred,1.279,99.59,1210,,,6519918.1,135022435
159681,创业板50ETF鹏华,sh000016,broad_inferred,1.927,69.42,1210,,,243218417.1,1421687291
159676,创业板增强ETF富国,sz399006,broad_inferred,1.783,99.59,1210,,,17638265.212,172173938
510530,中证500ETF工银,sh000905,broad_inferred,9.222,97.11,1210,,,7409217.0,419411027
159880,有色ETF鹏华,sz399395,industry,1.983,92.64,1210,,,93868073.5,1361431664
159861,碳中和50ETF国泰,sh000016,broad_inferred,1.244,69.42,1210,,,3972520.5,125790214
516660,新能源车ETF华安,sz399976,industry_inferred,1.19,73.06,1210,,,2173873.0,193599910
159971,创业板ETF富国,sz399006,broad_inferred,1.408,99.59,1210,,,176257367.7,1895196566
159363,创业板人工智能ETF华宝,sz399006,broad_inferred,1.407,99.59,1210,,,1712648754.252,7536131167
159388,创业板人工智能ETF国泰,sz399006,broad_inferred,1.154,99.59,1210,,,214726328.5,1046374489
159381,创业板人工智能ETF华夏,sz399006,broad_inferred,2.667,99.59,1210,,,749634048.202,2351164814
159957,创业板ETF华夏,sz399006,broad_inferred,2.659,99.59,1210,,,257705988.7,1919225145
159637,新能源车ETF东财,sz399976,industry_inferred,0.97,73.06,1210,,,15837552.384,638035053
159968,中证500ETF博时,sh000905,broad_inferred,10.782,97.11,1210,,,15994116.7,643632547
159382,创业板人工智能ETF南方,sz399006,broad_inferred,3.013,99.59,1210,,,233017847.612,2467814860
512500,中证500ETF华夏,sh000905,broad_inferred,4.678,97.11,1210,,,647507338.0,7353857166
561780,1000增强ETF博时,sh000852,broad_inferred,1.66,98.02,1210,,,1288419.0,25490628
516020,化工ETF华宝,sz399394,industry,0.868,5.45,1210,,,171628591.0,3628089149
159956,创业板ETF建信,sz399006,broad_inferred,2.567,99.59,1210,,,13049963.0,115460256
159781,科创创业ETF易方达,sh000688,broad_inferred,1.3,99.17,1210,,,735877909.38,14611818624
159246,创业板人工智能ETF富国,sz399006,broad_inferred,1.326,99.59,1210,,,240728077.6,3744167326
159500,中证500ETF富国,sh000905,broad_inferred,1.234,97.11,1210,,,22633692.5,166514559
510580,中证500ETF易方达,sh000905,broad_inferred,4.338,97.11,1210,,,217312069.0,4101007703
159966,创业板价值ETF华夏,sz399006,broad_inferred,0.632,99.59,1210,,,10685530.999,372374097
560950,中证500增强ETF汇添富,sh000905,broad_inferred,1.429,97.11,1210,,,1640746.0,16409207
159675,创业板增强ETF嘉实,sz399006,broad_inferred,1.675,99.59,1210,,,8290591.7,86843207
159247,创业板ETF汇添富,sz399006,broad_inferred,1.215,99.59,1210,,,29567923.821,225971734
512510,中证500ETF华泰柏瑞,sh000905,broad_inferred,2.463,97.11,1210,,,14166126.0,1026898117
515590,500等权ETF前海开源,sh000905,broad_inferred,2.0,97.11,1210,,,1989283.0,72227400
510510,中证500ETF广发,sh000905,broad,2.669,97.11,1210,,,118482896.0,2228717233
561950,中证500增强ETF招商,sh000905,broad_inferred,1.448,97.11,1210,,,8674435.0,126201888
515030,新能源车ETF华夏,sz399976,industry,1.947,73.06,1210,,,330634731.0,4685229648
510500,中证500ETF南方,sh000905,broad,8.443,97.11,1210,,,2791724835.0,36576500368
561550,中证500增强ETF华泰柏瑞,sh000905,broad_inferred,1.475,97.11,1210,,,79553488.0,1438109660
561280,中证1000增强ETF工银,sh000852,broad_inferred,1.749,98.02,1210,,,12615393.0,132657627
159806,新能源车ETF国泰,sz399976,industry,0.855,73.06,1210,,,36418622.96,758461471
159597,创业板成长ETF易方达,sz399006,broad_inferred,2.798,99.59,1210,,,41920815.3,632494556
159964,创业板ETF平安,sz399006,broad_inferred,2.628,99.59,1210,,,7265140.9,492702383
516580,新能源ETF博时,sz399976,industry_inferred,0.729,73.06,1210,,,2979016.0,105066469
516390,新能源车ETF汇添富,sz399976,industry_inferred,1.049,73.06,1210,,,5416321.0,194863289
560110,中证1000ETF汇添富,sh000852,broad_inferred,1.252,98.02,1210,,,33292090.0,190183182
560010,中证1000ETF广发,sh000852,broad_inferred,3.469,98.02,1210,,,579685046.0,2825922663
516300,中证1000ETF华泰柏瑞,sh000852,broad_inferred,3.49,98.02,1210,,,14151651.0,73333974
561350,中证500ETF国泰,sh000905,broad_inferred,1.319,97.11,1210,,,34200234.0,97210300
515530,中证500ETF泰康,sh000905,broad_inferred,4.541,97.11,1210,,,10341459.0,55594101
159820,中证500ETF天弘,sh000905,broad_inferred,1.429,97.11,1210,,,20927873.906,1881147695
159106,民企300ETF前海开源,sh000300,broad_inferred,1.185,91.16,1210,,,1483394.508,49271693
159836,创业板300ETF天弘,sh000300,broad_inferred,1.464,91.16,1210,,,2707815.4,146029773
516850,新能源ETF华夏,sz399976,industry_inferred,1.146,73.06,1210,,,19547888.0,152689602
510550,中证500ETF方正富邦,sh000905,broad_inferred,2.132,97.11,1210,,,1870922.0,50620716
159824,新能源车ETF博时,sz399976,industry_inferred,1.3,73.06,1210,,,4796091.5,114575591
510590,中证500ETF平安,sh000905,broad_inferred,8.91,97.11,1210,,,2797609.0,1322120151
159620,中证500成长ETF华夏,sh000905,broad_inferred,1.281,97.11,1210,,,4064504.6,30924536
159967,创业板成长ETF华夏,sz399006,broad_inferred,0.931,99.59,1210,,,1458104102.578,5830765352
159337,中证500ETF东财,sh000905,broad_inferred,1.887,97.11,1210,,,32944441.5,456107923
159922,中证500ETF嘉实,sh000905,broad,3.353,97.11,1210,,,662690316.389,7409046203
159935,中证500ETF景顺,sh000905,broad_inferred,2.61,97.11,1210,,,1676501.9,61525415
563750,中证500ETF汇添富,sh000905,broad_inferred,1.153,97.11,1210,,,31052400.0,411894270
512100,中证1000ETF南方,sh000852,broad,3.383,98.02,1210,,,4591159130.0,9956905141
510560,中证500ETF国寿,sh000905,broad_inferred,2.048,97.11,1210,,,2527172.0,127628698
515700,新能源车ETF平安,sz399976,industry_inferred,2.604,73.06,1210,,,74608474.0,1704344582
159982,中证500ETF鹏华,sh000905,broad_inferred,2.206,97.11,1210,,,24920999.9,300482024
159633,中证1000ETF易方达,sh000852,broad_inferred,3.554,98.02,1210,,,812981534.139,1859320079
159289,创业板综指ETF鹏华,sz399006,broad_inferred,1.238,99.59,1210,,,739912.934,41971468
159563,创业板综ETF华夏,sz399006,broad_inferred,2.054,99.59,1210,,,7514583.2,43875028
516160,新能源ETF南方,sz399976,industry_inferred,3.117,73.06,1210,,,315457208.0,6634977114
159541,创业板综ETF万家,sz399006,broad_inferred,1.709,99.59,1210,,,13654014.5,115516994
159183,新能源车ETF招商,sz399976,industry_inferred,1.042,73.06,1210,,,13640978.135,57714080
159845,中证1000ETF华夏,sh000852,broad,3.477,98.02,1210,,,2094466187.95,4187787811
159292,创业板综增强ETF华宝,sz399006,broad_inferred,1.308,99.59,1210,,,2093183.772,44719907
159629,中证1000ETF富国,sh000852,broad_inferred,3.473,98.02,1210,,,181534064.768,1143494474
516090,新能源ETF易方达,sz399976,industry_inferred,0.613,73.06,1210,,,80688694.0,1214257862
515750,科技50ETF富国,sh000016,broad_inferred,1.962,69.42,1210,,,12660925.0,618305653
159875,新能源ETF嘉实,sz399976,industry_inferred,0.735,73.06,1210,,,206487011.734,1544722229
159680,中证1000增强ETF招商,sh000852,broad_inferred,1.745,98.02,1210,,,99244814.784,1293809450
159288,创业板综ETF银华,sz399006,broad_inferred,1.14,99.59,1210,,,5063277.2,127879421
588660,科创创业50ETF兴银,sh000016,broad_inferred,2.162,69.42,1210,,,6807831.0,72089728
515920,智能消费ETF博时,sz399932,industry_inferred,1.338,0.5,1210,,,8591530.0,88181827
159685,1000增强ETF天弘,sh000852,broad_inferred,1.551,98.02,1210,,,2195087.4,23947544
516000,大数据ETF华夏,sz399396,industry,1.008,0.58,1210,,,37029570.0,340557848
159679,中证1000增强ETF国泰,sh000852,broad_inferred,1.344,98.02,1210,,,4345429.2,70545426
510570,中证500ETF兴业,sh000905,broad_inferred,1.307,97.11,1210,,,2106367.0,59547704
516270,新能源ETF华安,sz399976,industry_inferred,0.747,73.06,1210,,,11778096.0,244201029
159012,科创创业50ETF鹏华,sh000016,broad_inferred,1.065,69.42,1210,,,27158060.324,124478423
159290,创业板综指增强ETF东财,sz399006,broad_inferred,1.355,99.59,1210,,,9014332.085,65176037
159603,科创创业ETF天弘,sh000688,broad_inferred,1.998,99.17,1210,,,28214430.0,4247891696
159752,新能源ETF申万菱信,sz399976,industry_inferred,0.77,73.06,1210,,,18527153.0,405758362
588350,科创创业50ETF鹏扬,sh000016,broad_inferred,2.006,69.42,1210,,,15790000.0,1333079276
159783,科创创业50ETF华夏,sh000016,broad_inferred,1.296,69.42,1210,,,332294716.966,5579616338
517800,人工智能50ETF方正富邦,sh000016,broad_inferred,1.091,69.42,1210,,,11195531.0,310432808
588390,科创创业ETF博时,sh000688,broad_inferred,1.4,99.17,1210,,,8031346.0,214110260
159852,软件ETF嘉实,sz399396,industry_inferred,0.748,0.58,1210,,,463539701.55,8223230608
159899,软件ETF招商,sz399396,industry_inferred,0.777,0.58,1210,,,26085482.7,630129695
588300,科创创业50ETF招商,sh000016,broad_inferred,1.326,69.42,1210,,,94331892.0,1767837118
159782,双创50ETF银华,sh000016,broad_inferred,1.288,69.42,1210,,,45519910.166,653261070
515230,软件ETF国泰,sz399396,industry_inferred,0.767,0.58,1210,,,249173657.0,4817289954
159780,科创创业50ETF南方,sh000016,broad_inferred,1.286,69.42,1210,,,204226010.465,3397674469
588330,双创50ETF华宝,sh000016,broad_inferred,1.309,69.42,1210,,,134554639.0,1154194791
159590,软件ETF汇添富,sz399396,industry_inferred,0.975,0.58,1210,,,57466235.0,562440200
588400,科创创业ETF嘉实,sh000688,broad_inferred,1.302,99.17,1210,,,45612568.0,1574899992
588310,科创创业ETF方正富邦,sh000688,broad_inferred,1.388,99.17,1210,,,7133765.0,45856050
562930,软件ETF易方达,sz399396,industry_inferred,0.774,0.58,1210,,,54119795.0,908240244
512720,计算机ETF国泰,sz399396,industry,1.222,0.58,1210,,,56971942.0,499130065
560660,云计算50ETF新华,sh000016,broad_inferred,1.156,69.42,1210,,,12642626.0,169860328
560360,软件ETF万家,sz399396,industry_inferred,1.336,0.58,1210,,,7618460.0,270332920
159909,TMT50ETF招商,sh000016,broad_inferred,1.456,69.42,1210,,,15751198.9,726634272
159773,创业板科技ETF华泰柏瑞,sz399006,broad_inferred,1.511,99.59,1210,,,15208497.6,208371614
159149,创业板新能源ETF工银,sz399006,broad_inferred,1.095,99.59,1210,,,22934074.047,67359251
588480,科创创业人工智能ETF中金,sh000688,broad_inferred,1.036,99.17,1210,,,33671574.0,283570820
588360,科创创业ETF国泰,sh000688,broad_inferred,1.402,99.17,1210,,,45063557.0,299301484
588380,科创创业ETF富国,sh000688,broad_inferred,1.315,99.17,1210,,,162525734.0,2891382550
159190,创业板新能源ETF天弘,sz399006,broad_inferred,1.084,99.59,1210,,,16253190.119,78123120
561010,软件ETF华安,sz399396,industry_inferred,0.963,0.58,1210,,,10997145.0,232425828
588470,科创创业人工智能ETF华安,sh000688,broad_inferred,0.974,99.17,1210,,,53139211.0,536583426
159261,创业板新能源ETF鹏华,sz399006,broad_inferred,1.781,99.59,1210,,,11680349.1,106530344
515320,电子50ETF华安,sh000016,broad_inferred,1.691,69.42,1210,,,16309725.0,130729519
159035,软件ETF天弘,sz399396,industry_inferred,0.897,0.58,1210,,,13815691.295,274356176
560790,软件ETF鹏华,sz399396,industry_inferred,0.912,0.58,1210,,,7831647.0,268543784
159009,创业板新能源ETF易方达,sz399006,broad_inferred,1.116,99.59,1210,,,6493710.1,57354257
159187,创业板新能源ETF景顺,sz399006,broad_inferred,1.09,99.59,1210,,,13184947.173,65592130
159293,创业板综增强ETF建信,sz399006,broad_inferred,1.166,99.59,1210,,,11313548.7,33999857
562520,中证1000成长ETF华夏,sh000852,broad_inferred,1.456,98.02,1210,,,6184734.0,53243008
159565,汽车零部件ETF易方达,sz399976,industry_inferred,1.529,73.06,1210,,,29763090.45,216548036
159586,计算机ETF南方,sz399396,industry_inferred,1.152,0.58,1210,,,18529181.1,279965863
159368,创业板新能源ETF华夏,sz399006,broad_inferred,1.701,99.59,1210,,,521933625.898,1080628018
159122,创业板新能源ETF富国,sz399006,broad_inferred,1.141,99.59,1210,,,7621456.21,85758627
588110,科创成长ETF广发,sh000688,broad_inferred,2.676,99.17,1210,,,41427344.0,398076408
159889,智能汽车ETF国泰,sz399976,industry_inferred,1.032,73.06,1210,,,3978525.6,33437621
159306,汽车零部件ETF平安,sz399976,industry_inferred,1.356,73.06,1210,,,1492835.1,30163699
159872,智能网联汽车ETF鹏华,sz399976,industry_inferred,0.945,73.06,1210,,,3318044.8,57928247
159998,计算机ETF天弘,sz399396,industry,1.014,0.58,1210,,,132998835.112,1737443735
159140,科创创业人工智能ETF易方达,sh000688,broad_inferred,1.439,99.17,1210,,,80393706.998,517949101
159573,创业板200ETF华夏,sz399006,broad_inferred,1.585,99.59,1210,,,30194676.435,135448231
588020,科创成长ETF易方达,sh000688,broad_inferred,2.741,99.17,1210,,,221509443.0,1243841153
589600,科创综指ETF富国,sh000688,broad_inferred,1.664,99.17,1210,,,12809118.0,388602240
159571,创业板200ETF富国,sz399006,broad_inferred,1.579,99.59,1210,,,237137.6,28393284
588410,科创创业人工智能ETF鹏华,sh000688,broad_inferred,1.37,99.17,1210,,,26901661.0,144192500
159022,科创创业人工智能ETF富国,sh000688,broad_inferred,1.143,99.17,1210,,,31581227.62,148168195
589700,科创成长ETF南方,sh000688,broad_inferred,2.279,99.17,1210,,,6691330.0,28011189
588680,科创100增强ETF广发,sh000688,broad_inferred,2.525,99.17,1210,,,8129704.0,89286525
588690,科创增强ETF银华,sh000688,broad_inferred,1.309,99.17,1210,,,986694.0,67591524
515260,电子ETF华宝,sz399395,industry_inferred,0.933,92.64,1210,,,90679820.0,838364317
159997,电子ETF天弘,sz399395,industry_inferred,2.272,92.64,1210,,,103133482.562,1563832686
589150,科创50ETF平安,sh000016,broad_inferred,1.288,69.42,1210,,,16636023.0,81707114
588070,科创成长ETF万家,sh000688,broad_inferred,2.352,99.17,1210,,,5043076.0,62179824
588210,科创100ETF易方达,sh000688,broad_inferred,1.784,99.17,1210,,,20424044.0,331385136
159387,创业板新能源ETF国泰,sz399006,broad_inferred,0.938,99.59,1210,,,642244513.0,1629483890
589950,科创100ETF富国,sh000688,broad_inferred,1.325,99.17,1210,,,10499422.0,386731736
588370,科创50增强ETF南方,sh000016,broad_inferred,1.854,69.42,1210,,,12354792.0,117306288
588500,科创100增强ETF易方达,sh000688,broad_inferred,2.673,99.17,1210,,,9839615.0,111322431
588030,科创100ETF博时,sh000688,broad_inferred,1.79,99.17,1210,,,372243678.0,5149540192
159153,消费电子ETF鹏华,sz399395,industry_inferred,1.356,92.64,1210,,,33867541.792,105396440
159142,科创创业人工智能ETF景顺,sh000688,broad_inferred,1.376,99.17,1210,,,86025267.457,1306181958
588430,科创创业人工智能ETF工银,sh000688,broad_inferred,1.395,99.17,1210,,,23319739.0,154088910
159193,新能源电池ETF银华,sz399976,industry_inferred,1.016,73.06,1210,,,45747386.972,233761620
515250,智能汽车ETF富国,sz399976,industry_inferred,1.083,73.06,1210,,,39128223.0,506783889
159270,创业板200ETF南方,sz399006,broad_inferred,1.224,99.59,1210,,,14942651.3,128230706
159888,智能汽车ETF华夏,sz399976,industry_inferred,1.196,73.06,1210,,,32030690.1,92625497
588190,科创100ETF银华,sh000688,broad_inferred,1.781,99.17,1210,,,269248091.0,2872073199
589550,科创价值ETF华夏,sh000688,broad_inferred,1.358,99.17,1210,,,3502361.0,34351289
159139,科创创业人工智能ETF华泰柏瑞,sh000688,broad_inferred,1.424,99.17,1210,,,53666070.056,222299515
560230,光伏ETF富国,sz399976,industry_inferred,0.975,73.06,1210,,,17019729.0,70091775
588420,科创创业人工智能ETF摩根,sh000688,broad_inferred,1.37,99.17,1210,,,36914914.0,215977760
588220,科创100ETF鹏华,sh000688,broad_inferred,1.782,99.17,1210,,,1056924520.0,6171418665
562700,汽车零部件ETF华夏,sz399976,industry_inferred,1.409,73.06,1210,,,34186686.0,156046750
512710,军工龙头ETF富国,sz399967,industry_inferred,0.69,84.3,1210,,,537456393.0,8021704274
159779,消费电子ETF招商,sz399395,industry_inferred,1.647,92.64,1210,,,32997316.2,235305798
159864,光伏ETF国泰,sz399976,industry_inferred,0.708,73.06,1210,,,32787829.4,509424997
159178,消费电子ETF汇添富,sz399395,industry_inferred,1.186,92.64,1210,,,19254764.202,93021531
159572,创业板200ETF易方达,sz399006,broad_inferred,1.575,99.59,1210,,,24484907.221,317754844
588980,科创100ETF广发,sh000688,broad_inferred,1.616,99.17,1210,,,3214048.0,23302720
159795,智能汽车ETF汇添富,sz399976,industry_inferred,1.023,73.06,1210,,,7302545.3,28817371
588880,科创100ETF华泰柏瑞,sh000688,broad_inferred,1.76,99.17,1210,,,17679773.0,174887680
588800,科创100ETF华夏,sh000688,broad_inferred,1.76,99.17,1210,,,397328644.0,2626583534
560310,光伏ETF博时,sz399976,industry_inferred,0.97,73.06,1210,,,5391673.0,178598340
562950,消费电子ETF易方达,sz399395,industry_inferred,1.781,92.64,1210,,,275271220.0,1945312039
159107,创业板软件ETF富国,sz399006,broad_inferred,0.812,99.59,1210,,,57655798.132,524408282
588550,科创综指增强ETF易方达,sh000688,broad_inferred,1.459,99.17,1210,,,8271644.0,86504110
588900,科创100ETF南方,sh000688,broad_inferred,1.818,99.17,1210,,,12009465.0,608635509
159256,创业板软件ETF华夏,sz399006,broad_inferred,0.897,99.59,1210,,,96074709.8,398432833
516230,光伏ETF招商,sz399976,industry_inferred,0.985,73.06,1210,,,10220817.0,773147193
589580,科创综指ETF兴银,sh000688,broad_inferred,1.654,99.17,1210,,,1465846.0,17126839
515370,光伏ETF华夏,sz399976,industry_inferred,1.024,73.06,1210,,,52149781.0,1140442120
159575,创业板200ETF银华,sz399006,broad_inferred,1.535,99.59,1210,,,6616343.7,20585002
561600,消费电子ETF平安,sz399395,industry_inferred,1.707,92.64,1210,,,39771609.0,229205718
159732,消费电子ETF华夏,sz399395,industry_inferred,1.55,92.64,1210,,,585743660.881,3587394251
589980,科创100ETF汇添富,sh000688,broad_inferred,1.833,99.17,1210,,,5978450.0,242179626
159618,光伏ETF华安,sz399976,industry_inferred,0.849,73.06,1210,,,4132182.1,56994565
516880,光伏ETF银华,sz399976,industry_inferred,0.909,73.06,1210,,,37070705.0,1007121183
516180,光伏ETF平安,sz399976,industry_inferred,0.884,73.06,1210,,,17419443.0,181208508
516290,光伏ETF汇添富,sz399976,industry_inferred,0.669,73.06,1210,,,45352972.0,522620723
588120,科创100ETF国泰,sh000688,broad_inferred,1.803,99.17,1210,,,189218163.0,1115716247
159141,科创创业人工智能ETF永赢,sh000688,broad_inferred,1.351,99.17,1210,,,128142415.913,1492937054
